t_s,theta_ref_graus,I_loop_mA,V_RL_V
14.45,1998,12.887841,3.22196025
14.451,1997.64,12.8862384,3.22155961
14.452,1997.28,12.8846359,3.22115897
14.453,1996.92,12.8830333,3.22075833
14.454,1996.56,12.8814307,3.22035768
14.455,1996.2,12.8798282,3.21995704
14.456,1995.84,12.8782256,3.2195564
14.457,1995.48,12.876623,3.21915576
14.458,1995.12,12.8750205,3.21875512
14.459,1994.76,12.8734179,3.21835448
14.46,1994.4,12.8718154,3.21795384
14.461,1994.04,12.8702128,3.2175532
14.462,1993.68,12.8686102,3.21715256
14.463,1993.32,12.8670077,3.21675191
14.464,1992.96,12.8654051,3.21635127
14.465,1992.6,12.8638025,3.21595063
14.466,1992.24,12.8622,3.21554999
14.467,1991.88,12.8605974,3.21514935
14.468,1991.52,12.8589948,3.21474871
14.469,1991.16,12.8573923,3.21434807
14.47,1990.8,12.8557897,3.21394743
14.471,1990.44,12.8541871,3.21354679
14.472,1990.08,12.8525846,3.21314615
14.473,1989.72,12.850982,3.2127455
14.474,1989.36,12.8493795,3.21234486
14.475,1989,12.8477769,3.21194422
14.476,1988.64,12.8461743,3.21154358
14.477,1988.28,12.8445718,3.21114294
14.478,1987.92,12.8429692,3.2107423
14.479,1987.56,12.8413666,3.21034166
14.48,1987.2,12.8397641,3.20994102
14.481,1986.84,12.8381615,3.20954038
14.482,1986.48,12.8365589,3.20913974
14.483,1986.12,12.8349564,3.20873909
14.484,1985.76,12.8333538,3.20833845
14.485,1985.4,12.8317512,3.20793781
14.486,1985.04,12.8301487,3.20753717
14.487,1984.68,12.8285461,3.20713653
14.488,1984.32,12.8269436,3.20673589
14.489,1983.96,12.825341,3.20633525
14.49,1983.6,12.8237384,3.20593461
14.491,1983.24,12.8221359,3.20553397
14.492,1982.88,12.8205333,3.20513333
14.493,1982.52,12.8189307,3.20473268
14.494,1982.16,12.8173282,3.20433204
14.495,1981.8,12.8157256,3.2039314
14.496,1981.44,12.814123,3.20353076
14.497,1981.08,12.8125205,3.20313012
14.498,1980.72,12.8109179,3.20272948
14.499,1980.36,12.8093154,3.20232884
14.5,1980,12.8077128,3.2019282
14.501,1979.64,12.8061102,3.20152756
14.502,1979.28,12.8045077,3.20112691
14.503,1978.92,12.8029051,3.20072627
14.504,1978.56,12.8013025,3.20032563
14.505,1978.2,12.7997,3.19992499
14.506,1977.84,12.7980974,3.19952435
14.507,1977.48,12.7964948,3.19912371
14.508,1977.12,12.7948923,3.19872307
14.509,1976.76,12.7932897,3.19832243
14.51,1976.4,12.7916871,3.19792179
14.511,1976.04,12.7900846,3.19752115
14.512,1975.68,12.788482,3.1971205
14.513,1975.32,12.7868795,3.19671986
14.514,1974.96,12.7852769,3.19631922
14.515,1974.6,12.7836743,3.19591858
14.516,1974.24,12.7820718,3.19551794
14.517,1973.88,12.7804692,3.1951173
14.518,1973.52,12.7788666,3.19471666
14.519,1973.16,12.7772641,3.19431602
14.52,1972.8,12.7756615,3.19391538
14.521,1972.44,12.7740589,3.19351474
14.522,1972.08,12.7724564,3.19311409
14.523,1971.72,12.7708538,3.19271345
14.524,1971.36,12.7692512,3.19231281
14.525,1971,12.7676487,3.19191217
14.526,1970.64,12.7660461,3.19151153
14.527,1970.28,12.7644436,3.19111089
14.528,1969.92,12.762841,3.19071025
14.529,1969.56,12.7612384,3.19030961
14.53,1969.2,12.7596359,3.18990897
14.531,1968.84,12.7580333,3.18950833
14.532,1968.48,12.7564307,3.18910768
14.533,1968.12,12.7548282,3.18870704
14.534,1967.76,12.7532256,3.1883064
14.535,1967.4,12.751623,3.18790576
14.536,1967.04,12.7500205,3.18750512
14.537,1966.68,12.7484179,3.18710448
14.538,1966.32,12.7468154,3.18670384
14.539,1965.96,12.7452128,3.1863032
14.54,1965.6,12.7436102,3.18590256
14.541,1965.24,12.7420077,3.18550191
14.542,1964.88,12.7404051,3.18510127
14.543,1964.52,12.7388025,3.18470063
14.544,1964.16,12.7372,3.18429999
14.545,1963.8,12.7355974,3.18389935
14.546,1963.44,12.7339948,3.18349871
14.547,1963.08,12.7323923,3.18309807
14.548,1962.72,12.7307897,3.18269743
14.549,1962.36,12.7291871,3.18229679
14.55,1962,12.7275846,3.18189615
14.551,1961.64,12.725982,3.1814955
14.552,1961.28,12.7243795,3.18109486
14.553,1960.92,12.7227769,3.18069422
14.554,1960.56,12.7211743,3.18029358
14.555,1960.2,12.7195718,3.17989294
14.556,1959.84,12.7179692,3.1794923
14.557,1959.48,12.7163666,3.17909166
14.558,1959.12,12.7147641,3.17869102
14.559,1958.76,12.7131615,3.17829038
14.56,1958.4,12.7115589,3.17788974
14.561,1958.04,12.7099564,3.17748909
14.562,1957.68,12.7083538,3.17708845
14.563,1957.32,12.7067512,3.17668781
14.564,1956.96,12.7051487,3.17628717
14.565,1956.6,12.7035461,3.17588653
14.566,1956.24,12.7019436,3.17548589
14.567,1955.88,12.700341,3.17508525
14.568,1955.52,12.6987384,3.17468461
14.569,1955.16,12.6971359,3.17428397
14.57,1954.8,12.6955333,3.17388333
14.571,1954.44,12.6939307,3.17348268
14.572,1954.08,12.6923282,3.17308204
14.573,1953.72,12.6907256,3.1726814
14.574,1953.36,12.689123,3.17228076
14.575,1953,12.6875205,3.17188012
14.576,1952.64,12.6859179,3.17147948
14.577,1952.28,12.6843154,3.17107884
14.578,1951.92,12.6827128,3.1706782
14.579,1951.56,12.6811102,3.17027756
14.58,1951.2,12.6795077,3.16987691
14.581,1950.84,12.6779051,3.16947627
14.582,1950.48,12.6763025,3.16907563
14.583,1950.12,12.6747,3.16867499
14.584,1949.76,12.6730974,3.16827435
14.585,1949.4,12.6714948,3.16787371
14.586,1949.04,12.6698923,3.16747307
14.587,1948.68,12.6682897,3.16707243
14.588,1948.32,12.6666871,3.16667179
14.589,1947.96,12.6650846,3.16627115
14.59,1947.6,12.663482,3.1658705
14.591,1947.24,12.6618795,3.16546986
14.592,1946.88,12.6602769,3.16506922
14.593,1946.52,12.6586743,3.16466858
14.594,1946.16,12.6570718,3.16426794
14.595,1945.8,12.6554692,3.1638673
14.596,1945.44,12.6538666,3.16346666
14.597,1945.08,12.6522641,3.16306602
14.598,1944.72,12.6506615,3.16266538
14.599,1944.36,12.6490589,3.16226474
14.6,1944,12.6474564,3.16186409
14.601,1943.64,12.6458538,3.16146345
14.602,1943.28,12.6442512,3.16106281
14.603,1942.92,12.6426487,3.16066217
14.604,1942.56,12.6410461,3.16026153
14.605,1942.2,12.6394436,3.15986089
14.606,1941.84,12.637841,3.15946025
14.607,1941.48,12.6362384,3.15905961
14.608,1941.12,12.6346359,3.15865897
14.609,1940.76,12.6330333,3.15825833
14.61,1940.4,12.6314307,3.15785768
14.611,1940.04,12.6298282,3.15745704
14.612,1939.68,12.6282256,3.1570564
14.613,1939.32,12.626623,3.15665576
14.614,1938.96,12.6250205,3.15625512
14.615,1938.6,12.6234179,3.15585448
14.616,1938.24,12.6218154,3.15545384
14.617,1937.88,12.6202128,3.1550532
14.618,1937.52,12.6186102,3.15465256
14.619,1937.16,12.6170077,3.15425191
14.62,1936.8,12.6154051,3.15385127
14.621,1936.44,12.6138025,3.15345063
14.622,1936.08,12.6122,3.15304999
14.623,1935.72,12.6105974,3.15264935
14.624,1935.36,12.6089948,3.15224871
14.625,1935,12.6073923,3.15184807
14.626,1934.64,12.6057897,3.15144743
14.627,1934.28,12.6041871,3.15104679
14.628,1933.92,12.6025846,3.15064615
14.629,1933.56,12.600982,3.1502455
14.63,1933.2,12.5993795,3.14984486
14.631,1932.84,12.5977769,3.14944422
14.632,1932.48,12.5961743,3.14904358
14.633,1932.12,12.5945718,3.14864294
14.634,1931.76,12.5929692,3.1482423
14.635,1931.4,12.5913666,3.14784166
14.636,1931.04,12.5897641,3.14744102
14.637,1930.68,12.5881615,3.14704038
14.638,1930.32,12.5865589,3.14663974
14.639,1929.96,12.5849564,3.14623909
14.64,1929.6,12.5833538,3.14583845
14.641,1929.24,12.5817512,3.14543781
14.642,1928.88,12.5801487,3.14503717
14.643,1928.52,12.5785461,3.14463653
14.644,1928.16,12.5769436,3.14423589
14.645,1927.8,12.575341,3.14383525
14.646,1927.44,12.5737384,3.14343461
14.647,1927.08,12.5721359,3.14303397
14.648,1926.72,12.5705333,3.14263333
14.649,1926.36,12.5689307,3.14223268
14.65,1926,12.5673282,3.14183204
14.651,1925.64,12.5657256,3.1414314
14.652,1925.28,12.564123,3.14103076
14.653,1924.92,12.5625205,3.14063012
14.654,1924.56,12.5609179,3.14022948
14.655,1924.2,12.5593154,3.13982884
14.656,1923.84,12.5577128,3.1394282
14.657,1923.48,12.5561102,3.13902756
14.658,1923.12,12.5545077,3.13862691
14.659,1922.76,12.5529051,3.13822627
14.66,1922.4,12.5513025,3.13782563
14.661,1922.04,12.5497,3.13742499
14.662,1921.68,12.5480974,3.13702435
14.663,1921.32,12.5464948,3.13662371
14.664,1920.96,12.5448923,3.13622307
14.665,1920.6,12.5432897,3.13582243
14.666,1920.24,12.5416871,3.13542179
14.667,1919.88,12.5400846,3.13502115
14.668,1919.52,12.538482,3.1346205
14.669,1919.16,12.5368795,3.13421986
14.67,1918.8,12.5352769,3.13381922
14.671,1918.44,12.5336743,3.13341858
14.672,1918.08,12.5320718,3.13301794
14.673,1917.72,12.5304692,3.1326173
14.674,1917.36,12.5288666,3.13221666
14.675,1917,12.5272641,3.13181602
14.676,1916.64,12.5256615,3.13141538
14.677,1916.28,12.5240589,3.13101474
14.678,1915.92,12.5224564,3.13061409
14.679,1915.56,12.5208538,3.13021345
14.68,1915.2,12.5192512,3.12981281
14.681,1914.84,12.5176487,3.12941217
14.682,1914.48,12.5160461,3.12901153
14.683,1914.12,12.5144436,3.12861089
14.684,1913.76,12.512841,3.12821025
14.685,1913.4,12.5112384,3.12780961
14.686,1913.04,12.5096359,3.12740897
14.687,1912.68,12.5080333,3.12700833
14.688,1912.32,12.5064307,3.12660768
14.689,1911.96,12.5048282,3.12620704
14.69,1911.6,12.5032256,3.1258064
14.691,1911.24,12.501623,3.12540576
14.692,1910.88,12.5000205,3.12500512
14.693,1910.52,12.4984179,3.12460448
14.694,1910.16,12.4968154,3.12420384
14.695,1909.8,12.4952128,3.1238032
14.696,1909.44,12.4936102,3.12340256
14.697,1909.08,12.4920077,3.12300191
14.698,1908.72,12.4904051,3.12260127
14.699,1908.36,12.4888025,3.12220063
14.7,1908,12.4872,3.12179999
14.701,1907.64,12.4855974,3.12139935
14.702,1907.28,12.4839948,3.12099871
14.703,1906.92,12.4823923,3.12059807
14.704,1906.56,12.4807897,3.12019743
14.705,1906.2,12.4791871,3.11979679
14.706,1905.84,12.4775846,3.11939615
14.707,1905.48,12.475982,3.1189955
14.708,1905.12,12.4743795,3.11859486
14.709,1904.76,12.4727769,3.11819422
14.71,1904.4,12.4711743,3.11779358
14.711,1904.04,12.4695718,3.11739294
14.712,1903.68,12.4679692,3.1169923
14.713,1903.32,12.4663666,3.11659166
14.714,1902.96,12.4647641,3.11619102
14.715,1902.6,12.4631615,3.11579038
14.716,1902.24,12.4615589,3.11538974
14.717,1901.88,12.4599564,3.11498909
14.718,1901.52,12.4583538,3.11458845
14.719,1901.16,12.4567512,3.11418781
14.72,1900.8,12.4551487,3.11378717
14.721,1900.44,12.4535461,3.11338653
14.722,1900.08,12.4519436,3.11298589
14.723,1899.72,12.450341,3.11258525
14.724,1899.36,12.4487384,3.11218461
14.725,1899,12.4471359,3.11178397
14.726,1898.64,12.4455333,3.11138333
14.727,1898.28,12.4439307,3.11098268
14.728,1897.92,12.4423282,3.11058204
14.729,1897.56,12.4407256,3.1101814
14.73,1897.2,12.439123,3.10978076
14.731,1896.84,12.4375205,3.10938012
14.732,1896.48,12.4359179,3.10897948
14.733,1896.12,12.4343154,3.10857884
14.734,1895.76,12.4327128,3.1081782
14.735,1895.4,12.4311102,3.10777756
14.736,1895.04,12.4295077,3.10737691
14.737,1894.68,12.4279051,3.10697627
14.738,1894.32,12.4263025,3.10657563
14.739,1893.96,12.4247,3.10617499
14.74,1893.6,12.4230974,3.10577435
14.741,1893.24,12.4214948,3.10537371
14.742,1892.88,12.4198923,3.10497307
14.743,1892.52,12.4182897,3.10457243
14.744,1892.16,12.4166871,3.10417179
14.745,1891.8,12.4150846,3.10377115
14.746,1891.44,12.413482,3.1033705
14.747,1891.08,12.4118795,3.10296986
14.748,1890.72,12.4102769,3.10256922
14.749,1890.36,12.4086743,3.10216858
14.75,1890,12.4070718,3.10176794
14.751,1889.64,12.4054692,3.1013673
14.752,1889.28,12.4038666,3.10096666
14.753,1888.92,12.4022641,3.10056602
14.754,1888.56,12.4006615,3.10016538
14.755,1888.2,12.3990589,3.09976474
14.756,1887.84,12.3974564,3.09936409
14.757,1887.48,12.3958538,3.09896345
14.758,1887.12,12.3942512,3.09856281
14.759,1886.76,12.3926487,3.09816217
14.76,1886.4,12.3910461,3.09776153
14.761,1886.04,12.3894436,3.09736089
14.762,1885.68,12.387841,3.09696025
14.763,1885.32,12.3862384,3.09655961
14.764,1884.96,12.3846359,3.09615897
14.765,1884.6,12.3830333,3.09575833
14.766,1884.24,12.3814307,3.09535768
14.767,1883.88,12.3798282,3.09495704
14.768,1883.52,12.3782256,3.0945564
14.769,1883.16,12.376623,3.09415576
14.77,1882.8,12.3750205,3.09375512
14.771,1882.44,12.3734179,3.09335448
14.772,1882.08,12.3718154,3.09295384
14.773,1881.72,12.3702128,3.0925532
14.774,1881.36,12.3686102,3.09215256
14.775,1881,12.3670077,3.09175191
14.776,1880.64,12.3654051,3.09135127
14.777,1880.28,12.3638025,3.09095063
14.778,1879.92,12.3622,3.09054999
14.779,1879.56,12.3605974,3.09014935
14.78,1879.2,12.3589948,3.08974871
14.781,1878.84,12.3573923,3.08934807
14.782,1878.48,12.3557897,3.08894743
14.783,1878.12,12.3541871,3.08854679
14.784,1877.76,12.3525846,3.08814615
14.785,1877.4,12.350982,3.0877455
14.786,1877.04,12.3493795,3.08734486
14.787,1876.68,12.3477769,3.08694422
14.788,1876.32,12.3461743,3.08654358
14.789,1875.96,12.3445718,3.08614294
14.79,1875.6,12.3429692,3.0857423
14.791,1875.24,12.3413666,3.08534166
14.792,1874.88,12.3397641,3.08494102
14.793,1874.52,12.3381615,3.08454038
14.794,1874.16,12.3365589,3.08413974
14.795,1873.8,12.3349564,3.08373909
14.796,1873.44,12.3333538,3.08333845
14.797,1873.08,12.3317512,3.08293781
14.798,1872.72,12.3301487,3.08253717
14.799,1872.36,12.3285461,3.08213653
14.8,1872,12.3269436,3.08173589
14.801,1871.64,12.325341,3.08133525
14.802,1871.28,12.3237384,3.08093461
14.803,1870.92,12.3221359,3.08053397
14.804,1870.56,12.3205333,3.08013333
14.805,1870.2,12.3189307,3.07973268
14.806,1869.84,12.3173282,3.07933204
14.807,1869.48,12.3157256,3.0789314
14.808,1869.12,12.314123,3.07853076
14.809,1868.76,12.3125205,3.07813012
14.81,1868.4,12.3109179,3.07772948
14.811,1868.04,12.3093154,3.07732884
14.812,1867.68,12.3077128,3.0769282
14.813,1867.32,12.3061102,3.07652756
14.814,1866.96,12.3045077,3.07612691
14.815,1866.6,12.3029051,3.07572627
14.816,1866.24,12.3013025,3.07532563
14.817,1865.88,12.2997,3.07492499
14.818,1865.52,12.2980974,3.07452435
14.819,1865.16,12.2964948,3.07412371
14.82,1864.8,12.2948923,3.07372307
14.821,1864.44,12.2932897,3.07332243
14.822,1864.08,12.2916871,3.07292179
14.823,1863.72,12.2900846,3.07252115
14.824,1863.36,12.288482,3.0721205
14.825,1863,12.2868795,3.07171986
14.826,1862.64,12.2852769,3.07131922
14.827,1862.28,12.2836743,3.07091858
14.828,1861.92,12.2820718,3.07051794
14.829,1861.56,12.2804692,3.0701173
14.83,1861.2,12.2788666,3.06971666
14.831,1860.84,12.2772641,3.06931602
14.832,1860.48,12.2756615,3.06891538
14.833,1860.12,12.2740589,3.06851474
14.834,1859.76,12.2724564,3.06811409
14.835,1859.4,12.2708538,3.06771345
14.836,1859.04,12.2692512,3.06731281
14.837,1858.68,12.2676487,3.06691217
14.838,1858.32,12.2660461,3.06651153
14.839,1857.96,12.2644436,3.06611089
14.84,1857.6,12.262841,3.06571025
14.841,1857.24,12.2612384,3.06530961
14.842,1856.88,12.2596359,3.06490897
14.843,1856.52,12.2580333,3.06450833
14.844,1856.16,12.2564307,3.06410768
14.845,1855.8,12.2548282,3.06370704
14.846,1855.44,12.2532256,3.0633064
14.847,1855.08,12.251623,3.06290576
14.848,1854.72,12.2500205,3.06250512
14.849,1854.36,12.2484179,3.06210448
14.85,1854,12.2468154,3.06170384
14.851,1853.64,12.2452128,3.0613032
14.852,1853.28,12.2436102,3.06090256
14.853,1852.92,12.2420077,3.06050191
14.854,1852.56,12.2404051,3.06010127
14.855,1852.2,12.2388025,3.05970063
14.856,1851.84,12.2372,3.05929999
14.857,1851.48,12.2355974,3.05889935
14.858,1851.12,12.2339948,3.05849871
14.859,1850.76,12.2323923,3.05809807
14.86,1850.4,12.2307897,3.05769743
14.861,1850.04,12.2291871,3.05729679
14.862,1849.68,12.2275846,3.05689615
14.863,1849.32,12.225982,3.0564955
14.864,1848.96,12.2243795,3.05609486
14.865,1848.6,12.2227769,3.05569422
14.866,1848.24,12.2211743,3.05529358
14.867,1847.88,12.2195718,3.05489294
14.868,1847.52,12.2179692,3.0544923
14.869,1847.16,12.2163666,3.05409166
14.87,1846.8,12.2147641,3.05369102
14.871,1846.44,12.2131615,3.05329038
14.872,1846.08,12.2115589,3.05288974
14.873,1845.72,12.2099564,3.05248909
14.874,1845.36,12.2083538,3.05208845
14.875,1845,12.2067512,3.05168781
14.876,1844.64,12.2051487,3.05128717
14.877,1844.28,12.2035461,3.05088653
14.878,1843.92,12.2019436,3.05048589
14.879,1843.56,12.200341,3.05008525
14.88,1843.2,12.1987384,3.04968461
14.881,1842.84,12.1971359,3.04928397
14.882,1842.48,12.1955333,3.04888333
14.883,1842.12,12.1939307,3.04848268
14.884,1841.76,12.1923282,3.04808204
14.885,1841.4,12.1907256,3.0476814
14.886,1841.04,12.189123,3.04728076
14.887,1840.68,12.1875205,3.04688012
14.888,1840.32,12.1859179,3.04647948
14.889,1839.96,12.1843154,3.04607884
14.89,1839.6,12.1827128,3.0456782
14.891,1839.24,12.1811102,3.04527756
14.892,1838.88,12.1795077,3.04487691
14.893,1838.52,12.1779051,3.04447627
14.894,1838.16,12.1763025,3.04407563
14.895,1837.8,12.1747,3.04367499
14.896,1837.44,12.1730974,3.04327435
14.897,1837.08,12.1714948,3.04287371
14.898,1836.72,12.1698923,3.04247307
14.899,1836.36,12.1682897,3.04207243
14.9,1836,12.1666871,3.04167179
14.901,1835.64,12.1650846,3.04127115
14.902,1835.28,12.163482,3.0408705
14.903,1834.92,12.1618795,3.04046986
14.904,1834.56,12.1602769,3.04006922
14.905,1834.2,12.1586743,3.03966858
14.906,1833.84,12.1570718,3.03926794
14.907,1833.48,12.1554692,3.0388673
14.908,1833.12,12.1538666,3.03846666
14.909,1832.76,12.1522641,3.03806602
14.91,1832.4,12.1506615,3.03766538
14.911,1832.04,12.1490589,3.03726474
14.912,1831.68,12.1474564,3.03686409
14.913,1831.32,12.1458538,3.03646345
14.914,1830.96,12.1442512,3.03606281
14.915,1830.6,12.1426487,3.03566217
14.916,1830.24,12.1410461,3.03526153
14.917,1829.88,12.1394436,3.03486089
14.918,1829.52,12.137841,3.03446025
14.919,1829.16,12.1362384,3.03405961
14.92,1828.8,12.1346359,3.03365897
14.921,1828.44,12.1330333,3.03325833
14.922,1828.08,12.1314307,3.03285768
14.923,1827.72,12.1298282,3.03245704
14.924,1827.36,12.1282256,3.0320564
14.925,1827,12.126623,3.03165576
14.926,1826.64,12.1250205,3.03125512
14.927,1826.28,12.1234179,3.03085448
14.928,1825.92,12.1218154,3.03045384
14.929,1825.56,12.1202128,3.0300532
14.93,1825.2,12.1186102,3.02965256
14.931,1824.84,12.1170077,3.02925191
14.932,1824.48,12.1154051,3.02885127
14.933,1824.12,12.1138025,3.02845063
14.934,1823.76,12.1122,3.02804999
14.935,1823.4,12.1105974,3.02764935
14.936,1823.04,12.1089948,3.02724871
14.937,1822.68,12.1073923,3.02684807
14.938,1822.32,12.1057897,3.02644743
14.939,1821.96,12.1041871,3.02604679
14.94,1821.6,12.1025846,3.02564615
14.941,1821.24,12.100982,3.0252455
14.942,1820.88,12.0993795,3.02484486
14.943,1820.52,12.0977769,3.02444422
14.944,1820.16,12.0961743,3.02404358
14.945,1819.8,12.0945718,3.02364294
14.946,1819.44,12.0929692,3.0232423
14.947,1819.08,12.0913666,3.02284166
14.948,1818.72,12.0897641,3.02244102
14.949,1818.36,12.0881615,3.02204038
14.95,1818,12.0865589,3.02163974
14.951,1817.64,12.0849564,3.02123909
14.952,1817.28,12.0833538,3.02083845
14.953,1816.92,12.0817512,3.02043781
14.954,1816.56,12.0801487,3.02003717
14.955,1816.2,12.0785461,3.01963653
14.956,1815.84,12.0769436,3.01923589
14.957,1815.48,12.075341,3.01883525
14.958,1815.12,12.0737384,3.01843461
14.959,1814.76,12.0721359,3.01803397
14.96,1814.4,12.0705333,3.01763333
14.961,1814.04,12.0689307,3.01723268
14.962,1813.68,12.0673282,3.01683204
14.963,1813.32,12.0657256,3.0164314
14.964,1812.96,12.064123,3.01603076
14.965,1812.6,12.0625205,3.01563012
14.966,1812.24,12.0609179,3.01522948
14.967,1811.88,12.0593154,3.01482884
14.968,1811.52,12.0577128,3.0144282
14.969,1811.16,12.0561102,3.01402756
14.97,1810.8,12.0545077,3.01362691
14.971,1810.44,12.0529051,3.01322627
14.972,1810.08,12.0513025,3.01282563
14.973,1809.72,12.0497,3.01242499
14.974,1809.36,12.0480974,3.01202435
14.975,1809,12.0464948,3.01162371
14.976,1808.64,12.0448923,3.01122307
14.977,1808.28,12.0432897,3.01082243
14.978,1807.92,12.0416871,3.01042179
14.979,1807.56,12.0400846,3.01002115
14.98,1807.2,12.038482,3.0096205
14.981,1806.84,12.0368795,3.00921986
14.982,1806.48,12.0352769,3.00881922
14.983,1806.12,12.0336743,3.00841858
14.984,1805.76,12.0320718,3.00801794
14.985,1805.4,12.0304692,3.0076173
14.986,1805.04,12.0288666,3.00721666
14.987,1804.68,12.0272641,3.00681602
14.988,1804.32,12.0256615,3.00641538
14.989,1803.96,12.0240589,3.00601474
14.99,1803.6,12.0224564,3.00561409
14.991,1803.24,12.0208538,3.00521345
14.992,1802.88,12.0192512,3.00481281
14.993,1802.52,12.0176487,3.00441217
14.994,1802.16,12.0160461,3.00401153
14.995,1801.8,12.0144436,3.00361089
14.996,1801.44,12.012841,3.00321025
14.997,1801.08,12.0112384,3.00280961
14.998,1800.72,12.0096359,3.00240897
14.999,1800.36,12.0080333,3.00200833
15,1800,12.0064307,3.00160768
15.001,1799.64,12.0048282,3.00120704
15.002,1799.28,12.0032256,3.0008064
15.003,1798.92,12.001623,3.00040576
15.004,1798.56,12.0000205,3.00000512
15.005,1798.2,11.9984179,2.99960448
15.006,1797.84,11.9968154,2.99920384
15.007,1797.48,11.9952128,2.9988032
15.008,1797.12,11.9936102,2.99840256
15.009,1796.76,11.9920077,2.99800191
15.01,1796.4,11.9904051,2.99760127
15.011,1796.04,11.9888025,2.99720063
15.012,1795.68,11.9872,2.99679999
15.013,1795.32,11.9855974,2.99639935
15.014,1794.96,11.9839948,2.99599871
15.015,1794.6,11.9823923,2.99559807
15.016,1794.24,11.9807897,2.99519743
15.017,1793.88,11.9791871,2.99479679
15.018,1793.52,11.9775846,2.99439615
15.019,1793.16,11.975982,2.9939955
15.02,1792.8,11.9743795,2.99359486
15.021,1792.44,11.9727769,2.99319422
15.022,1792.08,11.9711743,2.99279358
15.023,1791.72,11.9695718,2.99239294
15.024,1791.36,11.9679692,2.9919923
15.025,1791,11.9663666,2.99159166
15.026,1790.64,11.9647641,2.99119102
15.027,1790.28,11.9631615,2.99079038
15.028,1789.92,11.9615589,2.99038974
15.029,1789.56,11.9599564,2.98998909
15.03,1789.2,11.9583538,2.98958845
15.031,1788.84,11.9567512,2.98918781
15.032,1788.48,11.9551487,2.98878717
15.033,1788.12,11.9535461,2.98838653
15.034,1787.76,11.9519436,2.98798589
15.035,1787.4,11.950341,2.98758525
15.036,1787.04,11.9487384,2.98718461
15.037,1786.68,11.9471359,2.98678397
15.038,1786.32,11.9455333,2.98638333
15.039,1785.96,11.9439307,2.98598268
15.04,1785.6,11.9423282,2.98558204
15.041,1785.24,11.9407256,2.9851814
15.042,1784.88,11.939123,2.98478076
15.043,1784.52,11.9375205,2.98438012
15.044,1784.16,11.9359179,2.98397948
15.045,1783.8,11.9343154,2.98357884
15.046,1783.44,11.9327128,2.9831782
15.047,1783.08,11.9311102,2.98277756
15.048,1782.72,11.9295077,2.98237691
15.049,1782.36,11.9279051,2.98197627
15.05,1782,11.9263025,2.98157563
15.051,1781.64,11.9247,2.98117499
15.052,1781.28,11.9230974,2.98077435
15.053,1780.92,11.9214948,2.98037371
15.054,1780.56,11.9198923,2.97997307
15.055,1780.2,11.9182897,2.97957243
15.056,1779.84,11.9166871,2.97917179
15.057,1779.48,11.9150846,2.97877115
15.058,1779.12,11.913482,2.9783705
15.059,1778.76,11.9118795,2.97796986
15.06,1778.4,11.9102769,2.97756922
15.061,1778.04,11.9086743,2.97716858
15.062,1777.68,11.9070718,2.97676794
15.063,1777.32,11.9054692,2.9763673
15.064,1776.96,11.9038666,2.97596666
15.065,1776.6,11.9022641,2.97556602
15.066,1776.24,11.9006615,2.97516538
15.067,1775.88,11.8990589,2.97476474
15.068,1775.52,11.8974564,2.97436409
15.069,1775.16,11.8958538,2.97396345
15.07,1774.8,11.8942512,2.97356281
15.071,1774.44,11.8926487,2.97316217
15.072,1774.08,11.8910461,2.97276153
15.073,1773.72,11.8894436,2.97236089
15.074,1773.36,11.887841,2.97196025
15.075,1773,11.8862384,2.97155961
15.076,1772.64,11.8846359,2.97115897
15.077,1772.28,11.8830333,2.97075833
15.078,1771.92,11.8814307,2.97035768
15.079,1771.56,11.8798282,2.96995704
15.08,1771.2,11.8782256,2.9695564
15.081,1770.84,11.876623,2.96915576
15.082,1770.48,11.8750205,2.96875512
15.083,1770.12,11.8734179,2.96835448
15.084,1769.76,11.8718154,2.96795384
15.085,1769.4,11.8702128,2.9675532
15.086,1769.04,11.8686102,2.96715256
15.087,1768.68,11.8670077,2.96675191
15.088,1768.32,11.8654051,2.96635127
15.089,1767.96,11.8638025,2.96595063
15.09,1767.6,11.8622,2.96554999
15.091,1767.24,11.8605974,2.96514935
15.092,1766.88,11.8589948,2.96474871
15.093,1766.52,11.8573923,2.96434807
15.094,1766.16,11.8557897,2.96394743
15.095,1765.8,11.8541871,2.96354679
15.096,1765.44,11.8525846,2.96314615
15.097,1765.08,11.850982,2.9627455
15.098,1764.72,11.8493795,2.96234486
15.099,1764.36,11.8477769,2.96194422
15.1,1764,11.8461743,2.96154358
15.101,1763.64,11.8445718,2.96114294
15.102,1763.28,11.8429692,2.9607423
15.103,1762.92,11.8413666,2.96034166
15.104,1762.56,11.8397641,2.95994102
15.105,1762.2,11.8381615,2.95954038
15.106,1761.84,11.8365589,2.95913974
15.107,1761.48,11.8349564,2.95873909
15.108,1761.12,11.8333538,2.95833845
15.109,1760.76,11.8317512,2.95793781
15.11,1760.4,11.8301487,2.95753717
15.111,1760.04,11.8285461,2.95713653
15.112,1759.68,11.8269436,2.95673589
15.113,1759.32,11.825341,2.95633525
15.114,1758.96,11.8237384,2.95593461
15.115,1758.6,11.8221359,2.95553397
15.116,1758.24,11.8205333,2.95513333
15.117,1757.88,11.8189307,2.95473268
15.118,1757.52,11.8173282,2.95433204
15.119,1757.16,11.8157256,2.9539314
15.12,1756.8,11.814123,2.95353076
